Department,JobRole,Age Band,Age,Business Unit,Attrition,BusinessTravel,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobSatisfaction,Job Type,MaritalStatus,MonthlyIncome  ,NumCompaniesWorked,OverTime,PerformanceRating,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Sick Days,Balance Days
Research & Development,Manager,35 - 44,44,Banglore,No,Travel_Rarely,Other,4,Male,5,Medium,Full Time,Married,19513,4,Yes,Good,Bad,2,2,0,10,15
Research & Development,Research Scientist,Under 25,22,Hyderabad,No,Travel_Rarely,Medical,1,Male,1,High,Full Time,Married,2773,0,No,Good,Better,2,2,2,8,8
Sales,Sales Executive,25 - 34,33,Pune,No,Travel_Rarely,Marketing,3,Male,2,Medium,Full Time,Divorced,7104,0,No,Outstanding,Good,5,0,1,10,12
Research & Development,Research Scientist,25 - 34,32,Mumbai,No,Travel_Rarely,Life Sciences,1,Female,2,Medium,Full Time,Married,6322,1,Yes,Good,Good,6,4,0,8,12
Research & Development,Research Scientist,25 - 34,30,Hyderabad,No,Travel_Frequently,Medical,3,Female,1,Low,Full Time,Divorced,2083,1,No,Low,Good,1,0,0,4,20
Sales,Sales Executive,45 - 54,53,Mumbai,No,Travel_Rarely,Medical,4,Female,2,Medium,Full Time,Single,8381,7,No,Good,Bad,14,7,8,11,11
Research & Development,Research Scientist,25 - 34,34,Pune,No,Travel_Rarely,Life Sciences,2,Male,1,Medium,Full Time,Married,2691,1,No,Excellent,Bad,10,9,8,11,20
Sales,Sales Executive,45 - 54,45,Pune,Yes,Travel_Frequently,Life Sciences,1,Female,2,High,Full Time,Married,4286,2,No,Good,Better,1,1,0,12,11
Research & Development,Laboratory Technician,25 - 34,26,Mumbai,No,Travel_Rarely,Life Sciences,3,Female,1,Medium,Full Time,Married,2659,1,Yes,Low,Better,3,2,0,6,15
Research & Development,Manufacturing Director,35 - 44,37,Banglore,No,Travel_Rarely,Other,3,Male,3,Low,Part Time,Married,9434,1,No,Excellent,Better,10,7,7,5,15
Sales,Sales Executive,25 - 34,29,Banglore,No,Travel_Rarely,Medical,2,Female,2,High,Part Time,Married,5561,1,No,Low,Better,6,0,1,12,19
Research & Development,Research Scientist,35 - 44,35,Banglore,No,Travel_Rarely,Life Sciences,2,Male,2,Low,Part Time,Single,6646,1,No,Good,Bad,17,11,11,1,19
Research & Development,Healthcare Representative,25 - 34,33,Hyderabad,No,Travel_Frequently,Life Sciences,3,Male,2,Low,Part Time,Divorced,7725,3,No,Low,Best,13,11,4,10,13
Human Resources,Human Resources,45 - 54,54,Banglore,No,Travel_Rarely,Medical,3,Male,3,Medium,Part Time,Married,10725,2,No,Outstanding,Best,9,7,7,11,5
Research & Development,Manufacturing Director,35 - 44,36,Hyderabad,No,Travel_Rarely,Medical,2,Male,2,Very High,Part Time,Divorced,8847,2,Yes,Good,Good,3,2,0,9,18
Research & Development,Research Scientist,25 - 34,27,Hyderabad,No,Travel_Rarely,Medical,1,Male,1,Low,Part Time,Single,2045,0,No,Good,Better,4,2,1,12,16
Research & Development,Research Scientist,Under 25,20,Hyderabad,Yes,Travel_Rarely,Medical,4,Male,1,High,Part Time,Single,1009,1,Yes,Outstanding,Good,1,0,1,9,7
Research & Development,Research Scientist,25 - 34,33,Mumbai,Yes,Travel_Frequently,Life Sciences,1,Male,1,Low,Part Time,Single,3348,1,Yes,Low,Better,10,8,9,4,14
Research & Development,Laboratory Technician,35 - 44,35,Hyderabad,No,Non-Travel,Life Sciences,3,Male,1,Low,Part Time,Married,1281,1,No,Excellent,Best,1,0,0,3,6
Research & Development,Research Scientist,Under 25,23,Banglore,No,Travel_Rarely,Medical,1,Male,1,Very High,Part Time,Married,2819,2,No,Good,Better,3,2,0,7,5
Sales,Sales Executive,25 - 34,25,Banglore,No,Travel_Rarely,Life Sciences,4,Male,2,Medium,Part Time,Married,4851,0,No,Low,Good,3,2,1,7,9
Sales,Sales Executive,35 - 44,38,Mumbai,No,Travel_Rarely,Marketing,4,Female,2,Very High,Part Time,Single,4028,0,No,Outstanding,Better,7,7,0,7,9
Research & Development,Research Scientist,25 - 34,29,Banglore,No,Travel_Frequently,Life Sciences,2,Male,1,Low,Part Time,Divorced,2720,1,No,Low,Best,10,7,2,10,15
Sales,Sales Executive,45 - 54,48,Mumbai,No,Travel_Rarely,Marketing,2,Male,2,Low,Part Time,Married,8120,3,No,Outstanding,Best,2,2,2,8,15
Sales,Sales Executive,25 - 34,27,Pune,No,Travel_Frequently,Medical,4,Female,2,Low,Part Time,Divorced,4647,1,Yes,Low,Best,6,5,0,3,9
Research & Development,Research Scientist,35 - 44,37,Hyderabad,No,Travel_Rarely,Life Sciences,4,Male,1,Low,Part Time,Single,4680,3,No,Outstanding,Better,1,0,0,5,10
Research & Development,Laboratory Technician,45 - 54,50,Hyderabad,No,Travel_Rarely,Medical,4,Male,1,Medium,Part Time,Married,3221,1,Yes,Good,Bad,20,8,3,11,7
Research & Development,Healthcare Representative,25 - 34,34,Pune,No,Travel_Rarely,Medical,4,Female,3,Very High,Part Time,Single,8621,1,No,Outstanding,Bad,8,7,7,10,9
Sales,Sales Executive,Under 25,24,Banglore,Yes,Travel_Rarely,Life Sciences,1,Female,2,High,Part Time,Single,4577,9,No,Outstanding,Good,2,2,2,2,12
Research & Development,Healthcare Representative,35 - 44,39,Banglore,No,Travel_Rarely,Technical Degree,4,Female,2,Medium,Part Time,Single,4553,1,No,Excellent,Best,20,7,11,10,9
Sales,Sales Executive,25 - 34,32,Mumbai,No,Travel_Rarely,Marketing,4,Male,2,High,Part Time,Single,5396,1,No,Excellent,Good,10,7,0,3,17
Sales,Sales Executive,45 - 54,50,Mumbai,Yes,Travel_Frequently,Technical Degree,2,Male,2,Very High,Part Time,Married,6796,3,Yes,Outstanding,Good,4,3,1,6,5
Research & Development,Healthcare Representative,35 - 44,38,Mumbai,No,Travel_Rarely,Life Sciences,2,Female,2,Low,Part Time,Single,7625,0,No,Low,Good,9,7,1,10,7
Research & Development,Manufacturing Director,25 - 34,27,Mumbai,No,Travel_Rarely,Life Sciences,3,Female,3,Low,Part Time,Married,7412,1,No,Low,Good,9,7,0,10,8
Research & Development,Research Director,25 - 34,32,Mumbai,No,Travel_Rarely,Life Sciences,3,Female,3,Medium,Part Time,Single,11159,3,No,Outstanding,Best,7,7,7,3,12
Sales,Sales Executive,45 - 54,47,Mumbai,No,Travel_Rarely,Marketing,4,Male,2,Medium,Part Time,Single,4960,2,No,Low,Better,7,7,1,5,8
Sales,Sales Executive,35 - 44,40,Mumbai,No,Travel_Frequently,Life Sciences,4,Male,3,Low,Part Time,Married,10475,5,Yes,Excellent,Better,18,13,1,6,17
Research & Development,Research Director,45 - 54,53,Hyderabad,No,Travel_Rarely,Life Sciences,3,Male,4,High,Part Time,Married,14814,3,No,Outstanding,Best,5,1,1,4,10
Human Resources,Manager,35 - 44,41,Banglore,No,Travel_Rarely,Human Resources,2,Male,5,High,Part Time,Divorced,19141,3,No,Excellent,Bad,21,6,12,3,17
Sales,Sales Executive,Over 55,60,Hyderabad,No,Travel_Rarely,Marketing,1,Male,2,High,Part Time,Single,5405,8,No,Outstanding,Good,2,2,2,4,9
Research & Development,Manufacturing Director,25 - 34,27,Banglore,No,Travel_Frequently,Life Sciences,4,Male,3,Low,Part Time,Divorced,8793,1,No,Outstanding,Better,9,7,1,9,18
Human Resources,Manager,35 - 44,41,Hyderabad,No,Travel_Rarely,Human Resources,4,Male,5,High,Part Time,Married,19189,1,No,Low,Good,22,7,2,12,18
Sales,Sales Representative,45 - 54,50,Mumbai,No,Travel_Rarely,Marketing,4,Male,1,Low,Part Time,Married,3875,7,No,Outstanding,Best,2,2,2,12,13
Research & Development,Research Scientist,25 - 34,28,Mumbai,Yes,Travel_Rarely,Life Sciences,1,Female,1,Very High,Part Time,Single,2216,7,Yes,Excellent,Best,7,7,3,9,14
Research & Development,Research Director,35 - 44,36,Hyderabad,No,Non-Travel,Life Sciences,1,Female,3,High,Part Time,Married,11713,9,No,Low,Best,8,7,0,12,20
Research & Development,Manufacturing Director,35 - 44,38,Hyderabad,No,Travel_Rarely,Life Sciences,3,Female,3,Very High,Part Time,Single,7861,4,Yes,Low,Bad,1,0,0,2,12
Research & Development,Laboratory Technician,35 - 44,44,Mumbai,No,Non-Travel,Medical,1,Male,1,High,Part Time,Single,3708,2,No,Excellent,Good,5,2,1,3,17
Sales,Sales Executive,45 - 54,47,Hyderabad,No,Travel_Frequently,Medical,4,Female,4,High,Part Time,Divorced,13770,9,Yes,Low,Good,22,2,11,11,13
Sales,Sales Executive,25 - 34,30,Banglore,No,Travel_Rarely,Marketing,3,Male,2,Medium,Part Time,Divorced,5304,7,No,Low,Best,8,7,7,6,8
Sales,Sales Representative,25 - 34,29,Hyderabad,No,Travel_Rarely,Life Sciences,3,Male,1,High,Part Time,Single,2642,1,No,Outstanding,Best,1,0,0,12,7
Research & Development,Research Scientist,35 - 44,42,Banglore,Yes,Travel_Frequently,Medical,3,Male,1,Low,Part Time,Divorced,2759,6,Yes,Low,Best,2,2,2,10,11
Sales,Sales Executive,35 - 44,43,Banglore,No,Travel_Frequently,Life Sciences,4,Male,2,Very High,Part Time,Married,6804,3,No,Outstanding,Good,2,2,2,7,7
Research & Development,Healthcare Representative,25 - 34,34,Hyderabad,No,Travel_Rarely,Medical,2,Female,2,High,Part Time,Single,6142,3,No,Good,Best,5,1,4,5,5
Research & Development,Laboratory Technician,Under 25,23,Hyderabad,No,Travel_Rarely,Medical,2,Male,1,Low,Part Time,Married,2500,1,No,Outstanding,Better,4,3,0,3,15
Human Resources,Human Resources,35 - 44,39,Hyderabad,No,Travel_Rarely,Human Resources,3,Female,2,Medium,Part Time,Married,6389,9,No,Low,Bad,8,3,3,10,7
Research & Development,Healthcare Representative,Over 55,56,Pune,No,Travel_Rarely,Medical,3,Male,4,Very High,Part Time,Married,11103,7,No,Low,Good,10,7,1,6,15
Research & Development,Research Scientist,35 - 44,40,Pune,No,Travel_Rarely,Medical,4,Female,1,Very High,Part Time,Single,2342,0,Yes,Excellent,Good,4,2,2,6,20
Research & Development,Healthcare Representative,25 - 34,27,Pune,No,Travel_Rarely,Medical,4,Female,2,Very High,Part Time,Single,6811,8,No,Good,Better,7,6,0,4,17
Sales,Sales Representative,25 - 34,29,Mumbai,No,Travel_Rarely,Marketing,4,Male,1,Medium,Part Time,Divorced,2297,1,No,Outstanding,Good,2,2,2,7,18
Research & Development,Laboratory Technician,45 - 54,53,Banglore,No,Travel_Rarely,Life Sciences,4,Male,2,Medium,Part Time,Single,2450,2,No,Excellent,Good,2,2,2,5,12
Research & Development,Healthcare Representative,35 - 44,35,Pune,No,Non-Travel,Life Sciences,4,Female,2,Very High,Part Time,Divorced,5093,2,No,Low,Best,1,0,0,5,18
Research & Development,Laboratory Technician,25 - 34,32,Banglore,No,Travel_Frequently,Life Sciences,1,Male,2,High,Part Time,Married,5309,1,No,Good,Better,10,8,4,11,17
Research & Development,Research Scientist,35 - 44,38,Pune,No,Travel_Rarely,Medical,4,Male,1,High,Part Time,Married,3057,6,Yes,Low,Best,1,0,0,7,17
Research & Development,Manufacturing Director,25 - 34,34,Banglore,No,Travel_Rarely,Life Sciences,2,Female,2,Medium,Part Time,Divorced,5121,3,No,Low,Bad,0,0,0,7,6
Sales,Manager,45 - 54,52,Mumbai,No,Travel_Rarely,Marketing,3,Male,4,Medium,Part Time,Married,16856,1,No,Low,Best,34,6,1,6,5
Research & Development,Research Scientist,25 - 34,33,Hyderabad,Yes,Travel_Rarely,Other,4,Male,1,Medium,Part Time,Single,2686,1,Yes,Low,Bad,10,9,7,10,16
Sales,Sales Executive,25 - 34,25,Banglore,No,Travel_Rarely,Medical,3,Female,2,Low,Part Time,Single,6180,1,No,Low,Better,6,5,1,7,7
Sales,Sales Representative,45 - 54,45,Mumbai,No,Travel_Rarely,Technical Degree,2,Male,2,Low,Part Time,Single,6632,0,No,Good,Bad,8,7,3,3,18
Research & Development,Research Scientist,Under 25,23,Banglore,No,Travel_Rarely,Medical,1,Male,1,Low,Part Time,Single,3505,1,No,Low,Best,2,2,0,10,20
Sales,Sales Executive,45 - 54,47,Pune,Yes,Travel_Frequently,Life Sciences,2,Female,2,Low,Part Time,Single,6397,4,Yes,Excellent,Bad,5,4,1,5,12
Sales,Sales Executive,25 - 34,34,Hyderabad,No,Travel_Rarely,Other,4,Male,2,Very High,Part Time,Single,6274,1,No,Excellent,Bad,6,5,1,6,17
Research & Development,Manager,Over 55,55,Mumbai,Yes,Travel_Rarely,Medical,4,Male,5,Very High,Part Time,Married,19859,5,Yes,Excellent,Bad,5,2,1,9,15
Sales,Sales Executive,35 - 44,36,Mumbai,No,Non-Travel,Life Sciences,1,Male,3,Low,Part Time,Single,7587,1,No,Outstanding,Better,10,7,0,6,17
Research & Development,Research Scientist,45 - 54,52,Banglore,No,Non-Travel,Medical,4,Male,1,Low,Part Time,Married,4258,0,No,Good,Good,4,3,1,1,16
Research & Development,Laboratory Technician,25 - 34,26,Banglore,No,Travel_Frequently,Life Sciences,1,Female,1,Medium,Part Time,Divorced,4364,3,No,Low,Good,2,2,2,2,5
Research & Development,Healthcare Representative,25 - 34,29,Mumbai,No,Travel_Rarely,Medical,2,Female,2,Very High,Full Time,Married,4335,4,No,Outstanding,Bad,8,7,1,7,20
Sales,Sales Executive,25 - 34,26,Banglore,Yes,Travel_Rarely,Technical Degree,4,Male,2,Low,Full Time,Single,5326,6,No,Good,Good,4,3,1,1,8
Research & Development,Research Scientist,25 - 34,34,Banglore,No,Travel_Rarely,Life Sciences,2,Female,1,Medium,Part Time,Single,3280,2,No,Low,Good,4,2,1,3,14
Research & Development,Manufacturing Director,45 - 54,54,Mumbai,No,Travel_Rarely,Medical,4,Female,2,Low,Part Time,Divorced,5485,9,Yes,Excellent,Good,5,3,1,2,12
Sales,Sales Executive,25 - 34,27,Mumbai,No,Travel_Frequently,Marketing,3,Male,2,High,Full Time,Married,4342,0,No,Good,Good,4,2,1,5,7
Research & Development,Research Scientist,35 - 44,37,Banglore,No,Travel_Rarely,Life Sciences,4,Female,1,Low,Full Time,Divorced,2782,0,Yes,Outstanding,Better,5,3,4,9,11
Research & Development,Manufacturing Director,35 - 44,38,Hyderabad,No,Travel_Frequently,Life Sciences,1,Female,2,High,Part Time,Single,5980,6,Yes,Low,Bad,15,7,4,6,13
Research & Development,Research Scientist,25 - 34,34,Hyderabad,No,Travel_Rarely,Medical,3,Female,1,Very High,Full Time,Single,4381,1,No,Low,Good,6,5,1,7,12
Sales,Sales Representative,35 - 44,35,Mumbai,No,Travel_Rarely,Life Sciences,1,Female,1,Low,Part Time,Married,2572,1,No,Good,Good,3,2,0,9,7
Research & Development,Laboratory Technician,25 - 34,30,Pune,No,Travel_Rarely,Life Sciences,4,Male,1,High,Full Time,Married,3833,3,No,Good,Good,2,2,0,8,5
Research & Development,Healthcare Representative,35 - 44,40,Banglore,No,Travel_Frequently,Medical,3,Female,2,Medium,Full Time,Married,4244,1,No,Excellent,Bad,8,7,3,3,5
Sales,Sales Executive,25 - 34,34,Banglore,No,Travel_Rarely,Life Sciences,3,Female,2,Very High,Full Time,Married,6500,5,No,Excellent,Bad,3,2,1,9,8
Research & Development,Manager,35 - 44,42,Mumbai,No,Travel_Frequently,Life Sciences,2,Male,5,Low,Part Time,Divorced,18430,1,No,Excellent,Good,24,7,14,10,16
Research & Development,Laboratory Technician,Under 25,23,Mumbai,Yes,Travel_Rarely,Life Sciences,3,Male,1,Very High,Part Time,Married,1601,1,Yes,Low,Bad,0,0,0,10,17
Research & Development,Laboratory Technician,Under 25,24,Pune,No,Non-Travel,Life Sciences,3,Male,1,Low,Full Time,Divorced,2694,1,No,Outstanding,Best,1,0,0,10,6
Research & Development,Laboratory Technician,45 - 54,52,Mumbai,No,Travel_Rarely,Life Sciences,4,Female,2,Medium,Part Time,Married,3149,8,No,Excellent,Bad,5,2,1,10,19
Research & Development,Research Director,45 - 54,50,Hyderabad,No,Travel_Rarely,Medical,3,Male,4,High,Full Time,Married,17639,5,No,Good,Good,4,3,0,3,10
Research & Development,Laboratory Technician,25 - 34,29,Pune,Yes,Travel_Rarely,Life Sciences,2,Female,1,Medium,Full Time,Married,2319,1,Yes,Low,Better,1,0,0,5,6
Research & Development,Research Director,25 - 34,33,Hyderabad,No,Travel_Rarely,Medical,3,Male,3,High,Full Time,Married,11691,0,No,Low,Better,13,9,3,7,15
Sales,Sales Executive,25 - 34,33,Pune,Yes,Travel_Rarely,Marketing,1,Female,2,Medium,Part Time,Single,5324,5,No,Good,Good,3,2,0,1,10
Research & Development,Manager,45 - 54,47,Hyderabad,No,Travel_Rarely,Other,3,Female,4,Low,Part Time,Married,16752,1,Yes,Outstanding,Bad,26,14,3,7,13
Research & Development,Manufacturing Director,35 - 44,36,Mumbai,No,Travel_Rarely,Other,3,Female,2,High,Full Time,Married,5228,0,No,Low,Better,9,7,0,7,11
Research & Development,Research Scientist,25 - 34,29,Hyderabad,No,Travel_Rarely,Life Sciences,3,Male,1,Low,Full Time,Married,2700,1,No,Good,Better,10,7,0,2,17
Research & Development,Research Director,Over 55,58,Mumbai,Yes,Travel_Rarely,Life Sciences,4,Male,5,High,Full Time,Single,19246,7,Yes,Good,Best,31,15,13,5,11
Research & Development,Research Scientist,35 - 44,35,Banglore,No,Travel_Rarely,Life Sciences,4,Female,1,High,Part Time,Single,2506,3,No,Outstanding,Best,2,2,2,12,15
Research & Development,Manufacturing Director,35 - 44,42,Pune,No,Travel_Rarely,Life Sciences,4,Female,2,Low,Part Time,Married,6062,9,Yes,Good,Better,4,3,0,1,8
Research & Development,Research Scientist,25 - 34,28,Mumbai,Yes,Travel_Rarely,Medical,3,Male,1,Very High,Part Time,Single,4382,6,No,Outstanding,Best,2,2,2,2,20
Human Resources,Human Resources,35 - 44,36,Mumbai,No,Travel_Rarely,Human Resources,3,Male,1,Low,Part Time,Married,2143,4,No,Low,Good,5,2,0,8,5
Research & Development,Manufacturing Director,25 - 34,32,Hyderabad,No,Travel_Rarely,Life Sciences,3,Female,2,Medium,Part Time,Married,6162,1,No,Excellent,Better,14,13,6,1,18
Research & Development,Laboratory Technician,35 - 44,40,Mumbai,No,Travel_Frequently,Medical,1,Male,2,High,Part Time,Single,5094,6,No,Low,Better,1,0,0,10,10
Research & Development,Manufacturing Director,25 - 34,30,Hyderabad,No,Travel_Rarely,Medical,3,Female,2,Low,Part Time,Single,6877,5,Yes,Good,Good,0,0,0,8,16
Research & Development,Research Scientist,45 - 54,45,Mumbai,No,Travel_Rarely,Life Sciences,2,Female,1,Medium,Full Time,Single,2274,1,No,Good,Best,1,0,0,10,10
Research & Development,Manufacturing Director,35 - 44,42,Mumbai,No,Travel_Rarely,Life Sciences,2,Male,2,High,Part Time,Married,4434,1,No,Excellent,Good,9,8,7,6,20
Research & Development,Healthcare Representative,35 - 44,38,Hyderabad,No,Travel_Frequently,Life Sciences,1,Male,2,High,Full Time,Divorced,6288,2,No,Low,Bad,4,3,1,7,18
Research & Development,Research Scientist,25 - 34,34,Mumbai,No,Travel_Frequently,Life Sciences,3,Female,1,Medium,Part Time,Single,2553,1,No,Low,Bad,5,2,1,2,15
Sales,Sales Executive,45 - 54,49,Banglore,Yes,Travel_Rarely,Marketing,3,Female,3,High,Full Time,Married,7654,1,No,Low,Best,9,8,7,2,10
Sales,Sales Executive,Over 55,55,Pune,Yes,Travel_Rarely,Medical,3,Male,2,Medium,Part Time,Single,5160,4,No,Low,Best,9,7,7,8,18
Research & Development,Research Director,35 - 44,43,Banglore,No,Travel_Rarely,Life Sciences,2,Male,4,High,Full Time,Married,17159,6,No,Good,Good,4,1,1,8,18
Research & Development,Research Director,25 - 34,27,Hyderabad,No,Travel_Rarely,Technical Degree,3,Male,3,Low,Full Time,Divorced,12808,1,Yes,Low,Bad,9,8,0,5,14
Research & Development,Manufacturing Director,35 - 44,35,Hyderabad,No,Travel_Rarely,Other,3,Male,3,Medium,Full Time,Single,10221,3,No,Low,Best,8,5,1,3,12
Sales,Sales Executive,25 - 34,28,Mumbai,No,Travel_Rarely,Marketing,2,Female,2,Medium,Full Time,Married,4779,1,Yes,Low,Good,8,7,7,9,18
Human Resources,Human Resources,25 - 34,34,Mumbai,No,Travel_Rarely,Human Resources,3,Male,1,Low,Part Time,Married,3737,0,No,Excellent,Bad,3,2,0,9,8
Research & Development,Research Scientist,25 - 34,26,Mumbai,Yes,Travel_Frequently,Medical,3,Female,1,Very High,Part Time,Married,2366,1,Yes,Good,Good,8,7,1,1,10
Research & Development,Research Scientist,25 - 34,27,Hyderabad,No,Non-Travel,Medical,4,Male,1,Low,Part Time,Married,1706,1,No,Outstanding,Best,0,0,0,4,6
Sales,Manager,45 - 54,51,Pune,No,Travel_Rarely,Marketing,1,Female,4,Very High,Part Time,Married,16307,2,No,Low,Better,20,6,4,12,16
Research & Development,Healthcare Representative,35 - 44,44,Hyderabad,No,Travel_Rarely,Medical,4,Male,2,Very High,Full Time,Single,5933,9,No,Excellent,Good,5,2,2,12,15
Research & Development,Research Scientist,25 - 34,25,Pune,No,Travel_Rarely,Medical,1,Male,1,High,Full Time,Single,3424,7,No,Low,Best,4,3,0,11,11
Sales,Sales Executive,25 - 34,33,Hyderabad,No,Travel_Rarely,Medical,1,Male,2,Very High,Part Time,Divorced,4037,1,No,Outstanding,Good,9,8,0,9,20
Research & Development,Research Scientist,35 - 44,35,Pune,No,Travel_Rarely,Medical,3,Female,1,Very High,Full Time,Single,2559,1,No,Low,Best,6,5,1,12,7
Sales,Sales Executive,35 - 44,36,Mumbai,No,Travel_Rarely,Life Sciences,2,Male,2,Very High,Part Time,Married,6201,1,Yes,Low,Best,18,14,4,3,9
Sales,Sales Executive,25 - 34,32,Pune,No,Travel_Rarely,Life Sciences,2,Male,2,Very High,Part Time,Divorced,4403,2,No,Outstanding,Better,5,2,0,8,10
Research & Development,Research Scientist,25 - 34,30,Hyderabad,No,Travel_Frequently,Life Sciences,2,Male,1,High,Part Time,Divorced,3761,9,No,Excellent,Good,5,4,0,3,19
Sales,Sales Executive,45 - 54,53,Pune,No,Travel_Rarely,Marketing,1,Female,3,Medium,Part Time,Married,10934,7,Yes,Good,Better,5,2,0,12,12
Sales,Sales Executive,45 - 54,45,Banglore,No,Travel_Rarely,Marketing,4,Male,3,Very High,Part Time,Divorced,10761,4,Yes,Low,Better,5,4,0,10,9
Research & Development,Research Scientist,25 - 34,32,Mumbai,No,Travel_Rarely,Medical,3,Female,2,Very High,Part Time,Married,5175,5,No,Good,Good,5,3,1,1,9
Research & Development,Manufacturing Director,45 - 54,52,Mumbai,No,Travel_Frequently,Medical,3,Female,4,Very High,Full Time,Married,13826,3,No,Excellent,Bad,9,8,0,6,15
Sales,Sales Executive,35 - 44,37,Mumbai,No,Travel_Rarely,Marketing,4,Male,2,Very High,Full Time,Divorced,6334,4,No,Outstanding,Best,1,0,0,4,19
Human Resources,Human Resources,25 - 34,28,Mumbai,No,Travel_Rarely,Medical,2,Male,1,High,Part Time,Divorced,4936,1,No,Low,Bad,5,1,0,4,9
Research & Development,Manufacturing Director,Under 25,22,Hyderabad,No,Travel_Rarely,Life Sciences,4,Male,2,High,Part Time,Married,4775,6,No,Low,Good,2,2,2,2,5
Research & Development,Laboratory Technician,35 - 44,44,Mumbai,No,Travel_Rarely,Life Sciences,1,Male,1,Very High,Part Time,Married,2818,2,Yes,Good,Bad,3,2,0,5,19
